Bimp,Bter
BIMP17938,LOC100648037
BIMP17938,LOC110119154
BIMP17938,LOC100642545
BIMP17938,LOC110119155
BIMP24965,LOC100648605
BIMP22681,LOC100649959
BIMP10015,
BIMP15640,LOC100643957
BIMP10894,LOC100646929
BIMP24981,LOC100650779
BIMP16968,LOC100642871
BIMP13635,LOC100642881
BIMP19950,LOC100647901
BIMP21113,LOC100651133
BIMP11185,LOC100645025
BIMP23018,LOC100649692
BIMP16009,
BIMP20085,LOC100646553
BIMP18639,LOC105666784
BIMP21675,LOC100649020
BIMP25342,LOC100651840
BIMP25163,
BIMP15220,LOC100644465
BIMP24762,LOC110120243
BIMP25200,
BIMP22056,LOC100648138
BIMP20068,
BIMP15355,
BIMP22262,LOC100643107
BIMP16248,LOC105665972
BIMP24199,LOC100644773
BIMP14288,LOC100642744
BIMP15038,LOC100652201
BIMP16918,LOC100651275
BIMP20856,
BIMP12956,
BIMP20500,LOC105666807
BIMP17905,LOC100647127
BIMP17672,LOC100645390
BIMP20229,
BIMP23678,LOC100651838
BIMP12899,
BIMP25261,LOC100644280
BIMP23500,LOC100644102
BIMP14209,
BIMP23353,
BIMP13799,
BIMP12048,LOC100646359
BIMP25610,LOC100646093
BIMP14418,LOC100649156
BIMP12434,LOC100651401
BIMP24073,LOC100643222
BIMP23619,LOC100647423
BIMP14071,LOC100648923
BIMP13747,
BIMP25347,LOC105666024
BIMP12442,LOC100648822
BIMP11322,LOC100650185
BIMP20106,LOC100650050
BIMP22886,LOC100651089
BIMP13865,LOC100647571
BIMP17647,LOC100650792
BIMP11210,LOC100648815
BIMP19711,LOC100648373
BIMP12709,LOC100646168
BIMP17808,LOC100644755
BIMP12108,LOC100647252
BIMP24106,
BIMP19933,
BIMP15592,
BIMP11498,LOC105667033
BIMP11498,LOC105666270
BIMP23452,
BIMP25731,
BIMP17449,LOC100648111
BIMP10426,LOC105666696
BIMP16112,
BIMP17780,
BIMP25294,LOC100647854
BIMP14881,
BIMP23210,
BIMP19958,
BIMP13115,LOC100649444
BIMP24603,
BIMP21128,LOC100648171
BIMP24636,LOC105666446
BIMP19457,LOC100648724
BIMP22214,LOC100644000
BIMP22928,LOC100644293
BIMP21489,LOC100647824
BIMP14436,LOC100651962
BIMP21583,LOC105666080
BIMP18051,LOC100647962
BIMP19274,LOC100649097
BIMP13689,LOC100645409
BIMP22625,
BIMP12806,LOC100649151
BIMP22926,LOC100643933
BIMP16120,
BIMP14400,LOC100645035
BIMP16102,
BIMP10420,
BIMP12153,
BIMP12316,LOC100649695
BIMP13513,LOC100649317
BIMP13227,
BIMP18221,LOC100649786
BIMP24647,
BIMP10684,LOC100643898
BIMP14365,LOC100646812
BIMP15926,LOC100648954
BIMP13019,
BIMP22744,LOC100643198
BIMP16104,
BIMP18938,LOC105665751
BIMP21578,LOC110119554
BIMP15101,
BIMP13135,LOC100644324
BIMP16633,LOC100651448
BIMP20867,
BIMP11471,LOC105666835
BIMP17354,
BIMP18473,LOC100647936
BIMP25544,LOC105666717
BIMP13476,
BIMP21663,
BIMP13781,LOC105667018
BIMP20537,LOC105666828
BIMP17921,
BIMP22825,LOC100645645
BIMP17515,LOC100647353
BIMP21646,LOC100643366
BIMP23047,LOC100642207
BIMP11825,LOC110119145
BIMP25181,
BIMP25764,LOC100644031
BIMP12527,LOC100649922
BIMP23780,LOC100643084
BIMP21584,LOC105666081
BIMP21221,LOC100648643
BIMP16567,LOC100649395
BIMP20985,LOC105666214
BIMP18783,LOC100648614
BIMP13280,LOC100644261
BIMP24170,LOC105666227
BIMP10179,LOC100645241
BIMP23991,LOC100644595
BIMP15855,
BIMP11748,
BIMP16418,LOC100651515
BIMP21864,LOC100644973
BIMP16780,LOC100645016
BIMP11751,
BIMP11559,
BIMP10411,LOC100644599
BIMP12896,
BIMP17382,LOC100651052
BIMP23160,LOC100649733
BIMP14348,LOC100646089
BIMP13428,LOC100644047
BIMP11945,LOC100642485
BIMP21229,LOC100650654
BIMP16540,LOC100643546
BIMP12908,
BIMP22594,
BIMP10335,LOC100642702
BIMP12232,
BIMP14599,
BIMP14494,
BIMP17613,LOC100648035
BIMP17202,LOC100646749
BIMP20814,LOC100648437
BIMP17543,LOC100642973
BIMP17863,
BIMP10577,LOC100646521
BIMP10996,
BIMP19779,LOC100646863
BIMP10905,
BIMP21139,
BIMP12770,
BIMP11586,LOC100648167
BIMP10881,
BIMP24766,
BIMP12506,LOC100651998
BIMP25438,
BIMP16093,
BIMP23181,LOC100646381
BIMP15883,LOC100643941
BIMP21683,LOC100646676
BIMP25266,LOC100645008
BIMP18407,LOC100649546
BIMP20130,
BIMP21525,LOC100642724
BIMP13592,
BIMP22298,LOC100644508
BIMP13455,LOC100644746
BIMP25587,LOC100643029
BIMP22126,LOC100646123
BIMP20276,LOC100649562
BIMP14848,LOC100644942
BIMP22640,LOC100646706
BIMP21736,LOC100649366
BIMP25741,LOC100644653
BIMP16502,LOC100649235
BIMP16326,LOC100651777
BIMP10676,LOC100644300
BIMP18669,LOC100643749
BIMP12771,LOC100642427
BIMP18964,LOC100647061
BIMP14453,LOC100643739
BIMP16197,
BIMP24660,
BIMP23853,
BIMP24837,LOC100649230
BIMP23480,LOC100648699
BIMP24554,
BIMP21122,LOC100648479
BIMP16274,
BIMP16094,
BIMP25597,
BIMP25482,LOC100647173
BIMP18211,LOC100643908
BIMP22119,LOC100646481
BIMP25600,LOC100644085
BIMP14962,LOC100648693
BIMP25701,LOC100648331
BIMP16604,
BIMP13423,LOC100645155
BIMP17237,LOC100648061
BIMP15624,LOC100642469
BIMP16840,
BIMP19917,
BIMP19351,
BIMP11508,LOC100648996
BIMP17790,
BIMP16002,
BIMP23805,LOC100642760
BIMP20834,
BIMP20560,
BIMP25276,LOC100651605
BIMP12826,
BIMP19170,LOC100645341
BIMP20695,
BIMP13343,LOC100644177
BIMP10111,LOC110120265
BIMP16956,
BIMP17834,
BIMP25517,LOC100646855
BIMP16693,
BIMP24915,LOC100645920
BIMP21227,LOC100650412
BIMP22135,
BIMP15274,LOC100650381
BIMP16947,LOC100642277
BIMP24955,
BIMP11676,LOC100643834
BIMP16612,
BIMP15663,LOC100649639
BIMP23824,LOC100645007
BIMP14637,LOC100644421
BIMP23345,
BIMP12635,
BIMP17897,
BIMP11367,
BIMP16024,
BIMP17304,LOC100642559
BIMP14948,
BIMP25724,
BIMP16198,LOC105667065
BIMP16955,
BIMP25524,LOC100650068
BIMP20982,
BIMP21050,LOC100643040
BIMP14155,
BIMP10706,LOC100651168
BIMP10294,LOC100645297
BIMP13814,LOC100647894
BIMP21025,LOC100645521
BIMP25736,LOC100645344
BIMP17684,
BIMP17123,LOC105665832
BIMP20315,LOC100648387
BIMP16994,
BIMP10928,LOC100646817
BIMP11547,LOC100649657
BIMP20822,LOC100642807
BIMP19571,LOC100646346
BIMP14761,LOC100648941
BIMP20189,
BIMP14751,LOC100647576
BIMP16434,LOC100643559
BIMP23020,LOC100649577
BIMP23650,LOC100649734
BIMP17625,
BIMP11877,
BIMP12362,LOC100643930
BIMP24491,LOC100651154
BIMP14672,LOC100649961
BIMP10873,
BIMP24011,LOC100646723
BIMP22945,LOC100647420
BIMP23182,LOC100646949
BIMP23121,LOC100643808
BIMP20460,LOC100649159
BIMP25147,LOC100650259
BIMP23084,LOC100650156
BIMP18330,LOC100650335
BIMP24039,
BIMP13958,LOC100649873
BIMP21153,LOC110119618
BIMP12858,LOC100651363
BIMP24290,LOC100648075
BIMP10678,LOC100643814
BIMP20812,
BIMP16454,
BIMP25295,
BIMP14678,LOC100651487
BIMP24693,LOC100645285
BIMP23017,
BIMP15559,
BIMP23475,LOC100647750
BIMP21298,
BIMP18164,LOC105666696
BIMP16301,LOC100650176
BIMP15676,LOC100642977
BIMP21962,
BIMP15483,
BIMP15440,LOC100647878
BIMP24081,LOC105666717
BIMP17593,LOC100645695
BIMP18482,LOC100646956
BIMP13943,LOC100652031
BIMP13531,LOC105666622
BIMP20950,
BIMP14564,
BIMP23328,LOC110120276
BIMP21782,
BIMP12580,
BIMP17906,
BIMP15798,LOC105666717
BIMP10047,LOC100642281
BIMP23557,
BIMP20003,LOC100644507
BIMP12493,LOC105666458
BIMP25412,LOC100652123
BIMP23902,LOC100642874
BIMP19358,
BIMP21027,LOC100645630
BIMP15138,
BIMP12524,LOC100651245
BIMP23455,
BIMP18428,LOC100646718
BIMP11771,LOC100648265
BIMP20545,LOC100650592
BIMP23096,LOC100651921
BIMP11512,
BIMP18383,LOC100642256
BIMP19208,LOC100650897
BIMP15877,LOC100646544
BIMP17239,
BIMP24010,LOC100645261
BIMP14406,LOC100646451
BIMP12836,LOC100649876
BIMP20934,
BIMP21017,LOC100643931
BIMP23368,
BIMP16747,LOC100645107
BIMP25176,LOC110120052
BIMP25176,LOC105666498
BIMP21043,LOC105665829
BIMP14936,LOC100642538
BIMP15073,LOC100649222
BIMP17404,LOC100642533
BIMP24699,LOC100645372
BIMP24786,LOC100651375
BIMP22276,LOC100649245
BIMP25231,LOC100642676
BIMP13671,LOC100651445
BIMP14938,LOC100650579
BIMP16746,LOC100645661
BIMP22576,LOC100643914
BIMP19806,
BIMP21797,LOC100645691
BIMP16330,
BIMP19264,LOC100650045
BIMP22024,LOC100647425
BIMP18555,LOC100644767
BIMP12784,LOC100644578
BIMP16109,
BIMP14008,
BIMP16577,LOC100646806
BIMP18913,LOC100644757
BIMP24343,LOC100643664
BIMP10878,
BIMP22867,LOC100646716
BIMP19099,
BIMP16401,LOC100647650
BIMP20728,LOC100644169
BIMP24685,LOC100647152
BIMP22722,LOC100642367
BIMP16039,
BIMP16790,LOC105666195
BIMP22890,LOC100651692
BIMP17311,LOC100650877
BIMP10128,LOC100650870
BIMP23881,LOC100643275
BIMP11506,LOC100644819
BIMP24360,LOC100642384
BIMP12381,LOC100648709
BIMP15002,LOC100643060
BIMP10309,
BIMP14158,
BIMP15107,
BIMP25489,LOC100648700
BIMP24827,LOC100644075
BIMP23732,LOC100647067
BIMP15217,LOC100649788
BIMP24117,LOC100647375
BIMP15838,LOC100645380
BIMP15618,
BIMP19117,LOC100642414
BIMP23673,LOC100649931
BIMP11799,
BIMP20337,LOC100642917
BIMP19658,
BIMP10109,
BIMP17581,
BIMP16805,LOC100647469
BIMP16805,LOC100647584
BIMP24407,LOC100645756
BIMP13479,LOC100648385
BIMP17128,LOC100643932
BIMP17988,
BIMP23337,
BIMP11138,LOC100647355
BIMP20749,LOC100649130
BIMP22167,LOC100643311
BIMP22947,LOC100649332
BIMP15288,LOC100647443
BIMP19814,
BIMP19942,LOC100647265
BIMP11803,LOC105666776
BIMP25766,LOC100644903
BIMP19824,LOC100649886
BIMP18826,LOC100644290
BIMP19683,LOC100645218
BIMP13871,LOC100643796
BIMP10326,LOC100650935
BIMP14490,
BIMP12351,LOC100648772
BIMP17229,LOC100645768
BIMP12680,
BIMP10929,LOC100647531
BIMP17003,LOC100647803
BIMP23330,
BIMP25677,LOC100648768
BIMP21526,LOC105665815
BIMP16374,
BIMP18524,LOC100642408
BIMP19051,LOC100649411
BIMP19051,LOC100648132
BIMP22386,LOC100647050
BIMP17654,LOC100643304
BIMP13246,LOC100647697
BIMP22212,LOC100644116
BIMP10691,LOC100642255
BIMP12649,
BIMP19305,LOC100651440
BIMP15854,LOC110119555
BIMP10846,
BIMP19406,
BIMP23398,LOC100651478
BIMP19337,
BIMP15727,
BIMP20888,LOC100642654
BIMP21582,LOC100646713
BIMP14411,LOC100647682
BIMP16214,LOC100647461
BIMP18568,LOC100643332
BIMP25685,LOC100650449
BIMP20092,LOC100652206
BIMP24585,
BIMP18208,LOC100643543
BIMP11822,LOC100650375
BIMP13963,
BIMP11743,
BIMP21492,LOC100649119
BIMP12543,LOC100643800
BIMP23135,LOC100646828
BIMP21560,
BIMP23903,LOC100642751
BIMP18070,LOC100648972
BIMP17830,
BIMP13210,LOC100642524
BIMP14386,LOC100652101
BIMP19346,
BIMP25002,
BIMP22624,LOC100647217
BIMP16676,
BIMP25626,LOC105665938
BIMP20283,
BIMP19533,
BIMP25831,LOC100651071
BIMP15249,LOC100646807
BIMP15514,
BIMP23565,LOC100643257
BIMP13510,LOC100644046
BIMP16314,LOC100652328
BIMP21172,LOC100649182
BIMP16458,LOC100644224
BIMP17498,
BIMP14297,LOC100642355
BIMP21821,LOC100642259
BIMP14896,LOC100643956
BIMP24511,LOC100645046
BIMP23527,
BIMP19447,
BIMP18601,
BIMP19006,
BIMP16255,LOC100645248
BIMP16276,LOC100646362
BIMP15268,LOC100651623
BIMP17062,
BIMP25230,LOC100652029
BIMP10723,
BIMP21545,LOC100646231
BIMP10034,
BIMP24096,LOC100647653
BIMP11154,LOC100642226
BIMP10874,LOC105667067
BIMP24821,LOC100642261
BIMP15981,LOC100646013
BIMP17004,LOC100647568
BIMP14725,
BIMP17586,LOC100648658
BIMP21063,
BIMP24671,
BIMP22449,LOC100648093
BIMP16379,LOC100646017
BIMP15439,LOC100648611
BIMP19321,LOC100651562
BIMP24820,LOC100651220
BIMP17414,LOC100650699
BIMP24684,
BIMP24901,LOC100652321
BIMP18677,
BIMP19966,LOC100643638
BIMP25738,LOC100645214
BIMP15095,LOC100644452
BIMP13338,LOC100644893
BIMP10702,LOC100650210
BIMP23029,LOC100647184
BIMP20371,LOC100646938
BIMP15534,LOC110119486
BIMP20133,LOC100645340
BIMP25087,
BIMP18740,LOC100644884
BIMP22037,LOC100649660
BIMP15300,LOC100649282
BIMP15300,LOC100645224
BIMP21519,LOC100643077
BIMP12304,LOC105666075
BIMP22556,LOC100642708
BIMP11898,
BIMP24067,
BIMP12672,
BIMP12584,
BIMP13440,LOC100646694
BIMP25269,LOC100644297
BIMP13432,LOC105666565
BIMP21901,LOC100650494
BIMP14891,LOC100642777
BIMP21990,
BIMP12985,LOC105666138
BIMP18931,LOC100649449
BIMP13045,
BIMP22489,
BIMP16030,
BIMP14164,
BIMP24029,
BIMP18028,
BIMP22950,
BIMP18577,LOC105666103
BIMP14379,LOC100642233
BIMP18693,
BIMP20878,
BIMP23973,LOC100650717
BIMP14885,LOC100645692
BIMP18322,LOC100648526
BIMP10386,LOC100648098
BIMP24458,LOC100643605
BIMP24622,
BIMP20990,
BIMP10165,LOC100649290
BIMP25562,
BIMP14786,LOC100646296
BIMP15159,LOC100646550
BIMP11280,
BIMP12195,
BIMP16536,
BIMP15747,
BIMP21156,LOC105666154
BIMP18845,
BIMP12318,LOC100652002
BIMP15835,LOC100646424
BIMP17738,
BIMP25070,LOC100643685
BIMP22598,LOC100642986
BIMP13615,LOC100647695
BIMP23784,LOC100643453
BIMP21933,
BIMP19291,LOC100652006
BIMP16932,
BIMP14844,LOC100648657
BIMP18199,
BIMP19122,
BIMP18787,LOC100649194
BIMP24667,
BIMP18495,LOC100652011
BIMP12428,
BIMP17606,
BIMP24045,
BIMP22705,
BIMP22032,LOC100649096
BIMP19605,LOC100651238
BIMP11254,LOC100647165
BIMP12330,LOC100649240
BIMP11613,
BIMP22897,LOC100646870
BIMP24544,LOC100642800
BIMP10197,LOC100642936
BIMP24287,LOC100648380
BIMP10075,LOC100652046
BIMP16872,LOC110119783
BIMP18486,LOC100644972
BIMP10626,LOC100642427
BIMP18711,LOC105667177
BIMP14076,
BIMP19269,LOC100651649
BIMP22546,LOC100650223
BIMP13816,LOC100648015
BIMP12174,
BIMP23794,LOC100651163
BIMP19324,LOC100651994
BIMP20693,
BIMP15837,LOC100645253
BIMP15760,LOC100651142
BIMP13949,LOC100651361
BIMP10462,
BIMP21297,LOC100652228
BIMP10237,LOC100646122
BIMP12414,LOC110119282
BIMP25219,
BIMP23224,
BIMP11124,LOC100650341
BIMP11110,LOC100652138
BIMP20299,LOC105666728
BIMP17740,
BIMP14921,LOC100651140
BIMP15008,
BIMP14051,
BIMP16420,LOC100647532
BIMP21478,LOC110119414
BIMP19255,
BIMP23071,LOC100652075
BIMP12645,
BIMP16966,LOC100642629
BIMP11405,LOC100645370
BIMP20954,
BIMP23102,LOC105665918
BIMP22096,
BIMP21398,
BIMP11029,
BIMP10805,LOC100651570
BIMP13164,LOC100631088
BIMP22876,LOC100648367
BIMP25811,LOC100646218
BIMP17318,LOC100646780
BIMP21715,LOC105667177
BIMP23544,LOC100649030
BIMP17766,
BIMP23835,
BIMP22244,LOC100650310
BIMP14667,
BIMP10211,LOC100648531
BIMP22505,LOC100645568
BIMP25573,
BIMP11226,LOC100647927
BIMP19867,
BIMP20016,LOC100650750
BIMP20739,LOC100643971
BIMP11759,LOC100642508
BIMP19036,
BIMP12137,
BIMP12041,
BIMP20204,
BIMP12785,LOC100644781
BIMP22591,LOC100647791
BIMP22591,LOC100647913
BIMP15496,LOC100649215
BIMP20218,
BIMP13275,LOC100652243
BIMP24996,LOC100649389
BIMP20746,
BIMP21056,
BIMP19688,LOC100644190
BIMP22116,LOC100647312
BIMP25209,LOC100642282
BIMP17784,
BIMP20061,LOC100643980
BIMP16147,LOC100650769
BIMP21922,LOC100644337
BIMP19425,LOC100649860
BIMP10352,LOC100646297
BIMP12011,LOC100648565
BIMP16885,LOC100648734
BIMP23820,LOC100645598
BIMP10910,
BIMP16340,LOC100649309
BIMP17922,LOC100643231
BIMP20177,LOC100647596
BIMP19707,
BIMP11363,
BIMP18591,
BIMP23533,LOC100647910
BIMP19510,LOC100651055
BIMP22117,LOC110119750
BIMP23474,LOC100648180
BIMP14290,LOC100652303
BIMP22866,LOC100644611
BIMP23843,
BIMP11736,
BIMP14148,
BIMP13994,LOC105666994
BIMP15005,LOC100649087
BIMP18058,LOC100642922
BIMP23457,LOC100651657
BIMP10202,
BIMP10596,LOC100650181
BIMP19458,LOC100648609
BIMP16839,
BIMP15659,LOC100648462
BIMP12160,
BIMP18417,LOC100650369
BIMP20549,
BIMP14513,LOC100644117
BIMP24673,
BIMP16977,LOC100644003
BIMP24066,LOC100651105
BIMP16843,
BIMP22272,LOC100649318
BIMP11892,
BIMP25464,
BIMP14377,LOC100650264
BIMP14915,LOC100652056
BIMP15859,LOC100645639
BIMP17073,LOC105666598
BIMP16033,
BIMP23629,LOC100645200
BIMP13009,LOC100643292
BIMP16477,
BIMP23909,LOC100644049
BIMP23462,LOC100650575
BIMP21763,LOC100651610
BIMP17066,
BIMP10162,LOC100643801
BIMP19370,
BIMP14928,LOC100644864
BIMP12786,LOC100644907
BIMP11739,
BIMP12504,LOC100645596
BIMP19086,LOC100645584
BIMP19361,
BIMP12103,LOC100645774
BIMP24209,
BIMP19715,LOC100646076
BIMP13535,LOC100644590
BIMP15695,LOC100646391
BIMP10094,LOC105667021
BIMP10094,LOC100650053
BIMP10094,LOC110119823
BIMP14779,LOC100647335
BIMP22090,
BIMP20916,
BIMP22499,LOC100645210
BIMP19376,LOC100650959
BIMP17781,
BIMP24129,LOC100643494
BIMP25370,LOC100648560
BIMP24037,LOC110120203
BIMP25350,LOC100646229
BIMP14893,LOC100643343
BIMP23289,
BIMP11690,LOC100644869
BIMP17949,LOC105666478
BIMP17937,LOC105666959
BIMP11737,
BIMP23134,LOC100644760
BIMP11503,LOC100645059
BIMP20608,LOC100652166
BIMP10481,
BIMP19080,
BIMP23987,LOC100644121
BIMP25348,LOC100645721
BIMP14215,
BIMP23569,LOC100643742
BIMP25183,LOC100645077
BIMP13505,LOC100643147
BIMP19643,LOC100646098
BIMP20590,LOC100644069
BIMP11941,LOC100644127
BIMP16275,LOC100647875
BIMP23408,
BIMP11528,LOC100652239
BIMP17878,LOC100644829
BIMP24690,
BIMP16789,LOC100651291
BIMP13758,LOC100642309
BIMP14860,LOC100644345
BIMP14317,LOC100645179
BIMP22522,
BIMP25491,
BIMP20194,
BIMP15759,LOC100642227
BIMP12412,
BIMP24189,LOC105666229
BIMP11220,LOC105667140
BIMP23450,
BIMP19864,
BIMP17992,
BIMP21450,LOC100649599
BIMP11305,LOC110120203
BIMP16518,LOC100642419
BIMP23515,LOC100652014
BIMP17327,LOC100648673
BIMP25896,LOC105667031
BIMP19300,LOC100642878
BIMP20588,
BIMP16021,
BIMP13205,LOC100652242
BIMP14866,LOC100649858
BIMP16138,LOC100642403
BIMP20689,LOC105666430
BIMP20998,
BIMP22559,LOC100651622
BIMP10525,
BIMP18647,LOC100645031
BIMP10050,LOC110120360
BIMP14170,
BIMP10064,
BIMP16495,LOC100648458
BIMP14399,LOC100644788
BIMP20181,
BIMP14271,LOC100646088
BIMP12287,
BIMP20403,LOC100647288
BIMP14117,
BIMP20576,LOC100652143
BIMP21310,LOC100644285
BIMP25304,LOC100652197
BIMP11699,LOC100643552
BIMP11668,
BIMP25796,LOC100647371
BIMP12794,
BIMP15626,LOC100652258
BIMP25115,LOC105666628
BIMP23371,
BIMP10478,LOC105666613
BIMP10430,
BIMP25371,LOC100652064
BIMP23655,LOC100644137
BIMP12854,
BIMP13155,LOC110119184
BIMP18040,
BIMP12192,
BIMP22294,
BIMP19462,LOC100651819
BIMP23163,LOC100646742
BIMP13539,
BIMP13633,LOC100643934
BIMP10215,LOC100650573
BIMP22959,
BIMP11745,
BIMP21890,
BIMP12495,
BIMP11310,
BIMP18529,LOC100644094
BIMP18978,
BIMP18150,
BIMP23529,LOC100649635
BIMP23116,LOC100645912
BIMP22809,LOC105666696
BIMP18149,LOC105666970
BIMP18149,LOC105666973
BIMP10708,LOC100646987
BIMP23596,LOC100650338
BIMP17912,
BIMP20670,LOC105665626
BIMP17048,
BIMP16391,LOC100644004
BIMP15130,LOC100644855
BIMP15696,LOC100646272
BIMP16638,LOC100646687
BIMP16638,LOC100649281
BIMP16638,LOC100650530
BIMP14242,
BIMP19734,LOC105666455
BIMP22784,
BIMP10824,
BIMP19570,LOC100646910
BIMP10822,LOC110120265
BIMP14248,
BIMP16882,LOC100647952
BIMP12833,LOC100648856
BIMP10954,
BIMP11081,
BIMP21350,LOC100648593
BIMP10747,LOC100648791
BIMP14135,
BIMP22307,
BIMP19153,LOC100644494
BIMP15768,LOC100643505
BIMP22620,LOC100643805
BIMP23122,LOC100649626
BIMP24289,LOC100648493
BIMP25286,LOC100642888
BIMP22438,
BIMP14154,LOC105666910
BIMP21822,LOC100652087
BIMP14245,
BIMP20596,LOC100643737
BIMP24019,
BIMP10842,
BIMP14250,LOC100650588
BIMP22442,LOC100647618
BIMP17023,LOC100644432
BIMP17807,LOC100645118
BIMP11663,LOC100650307
BIMP20719,LOC100651717
BIMP15726,
BIMP25355,LOC100647624
BIMP14150,
BIMP22107,LOC100649895
BIMP13235,
BIMP16788,
BIMP19934,
BIMP14946,
BIMP13462,LOC100642550
BIMP22154,LOC100650266
BIMP17097,
BIMP15657,LOC100647997
BIMP25601,
BIMP14131,
BIMP22133,LOC100647548
BIMP18674,
BIMP10428,
BIMP15605,
BIMP21071,
BIMP15904,
BIMP23256,LOC100648428
BIMP18276,
BIMP12678,
BIMP19920,
BIMP17069,
BIMP16287,LOC100646604
BIMP17126,
BIMP22551,LOC100642228
BIMP12293,LOC100647302
BIMP16666,
BIMP18425,
BIMP13474,LOC100651709
BIMP23585,LOC100649070
BIMP10570,LOC100647948
BIMP17343,
BIMP22552,LOC100642470
BIMP24174,LOC100650294
BIMP12221,
BIMP18703,
BIMP18052,LOC100647726
BIMP21924,LOC100644454
BIMP11642,
BIMP11228,LOC100648275
BIMP18251,
BIMP21281,LOC100648934
BIMP18841,LOC100651953
BIMP18621,
BIMP15156,LOC100646671
BIMP19463,LOC100651266
BIMP20697,
BIMP17390,LOC100644736
BIMP23501,LOC100643984
BIMP23464,LOC110119814
BIMP25144,LOC100645579
BIMP21208,LOC100647426
BIMP11582,LOC100648281
BIMP17886,LOC100643063
BIMP10817,
BIMP15261,LOC100643102
BIMP19591,
BIMP11109,
BIMP20690,LOC105666417
BIMP11826,LOC100644076
BIMP23631,LOC100648787
BIMP25559,
BIMP21800,LOC100645925
BIMP12379,LOC100649057
BIMP10602,LOC100651545
BIMP14274,LOC100644426
BIMP18461,LOC100650368
BIMP17567,
BIMP21334,LOC100650680
BIMP16683,LOC100644377
BIMP22632,LOC100642843
BIMP17357,LOC100651015
BIMP18898,
BIMP22614,LOC100651996
BIMP17564,LOC105666458
BIMP22575,LOC100648263
BIMP14479,LOC100645941
BIMP18742,LOC100643158
BIMP22852,LOC100648686
BIMP23922,LOC100651662
BIMP20391,LOC100650108
BIMP20585,LOC100645456
BIMP21737,
BIMP23299,
BIMP14525,LOC100644710
BIMP21926,
BIMP16137,LOC105665939
BIMP14232,
BIMP24280,
BIMP23966,LOC100649404
BIMP18929,LOC100649089
BIMP12994,LOC100645953
BIMP10697,LOC100648985
BIMP13680,LOC100642693
BIMP22279,LOC100648776
BIMP18109,LOC105666458
BIMP15961,
BIMP18827,LOC100649496
BIMP23074,
BIMP22172,LOC100644629
BIMP18243,
BIMP11005,
BIMP11026,LOC100643531
BIMP23769,LOC100650603
BIMP14733,
BIMP17622,LOC100650543
BIMP15870,
BIMP13261,LOC100648945
BIMP11913,LOC100647895
BIMP10912,
BIMP25686,
BIMP24411,LOC100645036
BIMP21255,LOC100642875
BIMP21783,LOC100642232
BIMP23786,LOC100643812
BIMP20929,
BIMP14046,
BIMP11594,LOC110119205
BIMP14098,LOC100651297
BIMP16233,
BIMP17213,LOC100644185
BIMP21283,LOC100649373
BIMP18098,LOC110119162
BIMP18098,LOC100650309
BIMP13674,LOC100642249
BIMP24368,LOC100645607
BIMP23833,
BIMP20269,
BIMP21956,
BIMP14144,
BIMP15395,
BIMP19968,LOC100649075
BIMP19968,LOC100644785
BIMP19968,LOC100644988
BIMP15389,
BIMP18926,LOC100648629
BIMP15523,LOC100644487
BIMP18754,
BIMP11800,LOC110120091
BIMP22463,LOC100646586
BIMP19922,
BIMP11399,
BIMP23205,LOC100645753
BIMP10332,LOC100648652
BIMP21215,LOC100646834
BIMP19362,
BIMP10863,
BIMP12488,LOC105666096
BIMP24015,
BIMP17565,LOC100645566
